id,video_id,video_path,birthday,recording_date,age
258541,429,quantex_at_home_id258541_2023_03_24_02.MP4,2017-05-14,2023-03-24,5.86
258541,305,quantex_at_home_id258541_2023_03_26_01.MP4,2017-05-14,2023-03-26,5.86
258541,313,quantex_at_home_id258541_2023_03_26_02.MP4,2017-05-14,2023-03-26,5.86
258541,408,quantex_at_home_id258541_2023_03_26_03.MP4,2017-05-14,2023-03-26,5.86
258541,395,quantex_at_home_id258541_2023_03_28_01.MP4,2017-05-14,2023-03-28,5.87
258541,402,quantex_at_home_id258541_2023_03_29_01.MP4,2017-05-14,2023-03-29,5.87
258704,292,quantex_at_home_id258704_2022_05_04_01.MP4,2017-07-23,2022-05-04,4.78
258704,188,quantex_at_home_id258704_2022_05_07_01.MP4,2017-07-23,2022-05-07,4.79
258704,198,quantex_at_home_id258704_2022_05_07_04.MP4,2017-07-23,2022-05-07,4.79
258704,234,quantex_at_home_id258704_2022_05_07_02.MP4,2017-07-23,2022-05-07,4.79
258704,246,quantex_at_home_id258704_2022_05_07_03.MP4,2017-07-23,2022-05-07,4.79
258704,225,quantex_at_home_id258704_2022_05_10_02.MP4,2017-07-23,2022-05-10,4.8
258704,276,quantex_at_home_id258704_2022_05_10_01.MP4,2017-07-23,2022-05-10,4.8
258704,208,quantex_at_home_id258704_2022_05_12_01.MP4,2017-07-23,2022-05-12,4.8
258704,153,quantex_at_home_id258704_2022_05_14_02.MP4,2017-07-23,2022-05-14,4.81
258704,156,quantex_at_home_id258704_2022_05_14_01.MP4,2017-07-23,2022-05-14,4.81
258704,277,quantex_at_home_id258704_2022_05_15_01.MP4,2017-07-23,2022-05-15,4.81
258704,214,quantex_at_home_id258704_2022_05_17_01.MP4,2017-07-23,2022-05-17,4.82
258704,243,quantex_at_home_id258704_2022_05_17_03.MP4,2017-07-23,2022-05-17,4.82
258704,251,quantex_at_home_id258704_2022_05_17_02.MP4,2017-07-23,2022-05-17,4.82
258704,285,quantex_at_home_id258704_2022_05_24_01.MP4,2017-07-23,2022-05-24,4.84
258704,155,quantex_at_home_id258704_2022_05_29_01.MP4,2017-07-23,2022-05-29,4.85
258827,352,quantex_at_home_id258827_2023_04_04_01.MP4,2017-06-24,2023-04-04,5.78
258827,303,quantex_at_home_id258827_2023_04_06_01.MP4,2017-06-24,2023-04-06,5.78
258827,308,quantex_at_home_id258827_2023_04_06_02.MP4,2017-06-24,2023-04-06,5.78
258827,381,quantex_at_home_id258827_2023_04_06_03.MP4,2017-06-24,2023-04-06,5.78
258827,304,quantex_at_home_id258827_2023_04_11_02.MP4,2017-06-24,2023-04-11,5.8
258827,361,quantex_at_home_id258827_2023_04_11_01.MP4,2017-06-24,2023-04-11,5.8
260106,174,quantex_at_home_id260106_2022_11_13_01.MP4,2018-04-03,2022-11-13,4.61
260106,221,quantex_at_home_id260106_2022_11_13_02.MP4,2018-04-03,2022-11-13,4.61
260106,270,quantex_at_home_id260106_2022_11_13_03.MP4,2018-04-03,2022-11-13,4.61
260106,275,quantex_at_home_id260106_2022_11_13_04.MP4,2018-04-03,2022-11-13,4.61
260120,356,quantex_at_home_id260120_2023_09_04_02.MP4,2018-05-07,2023-09-04,5.33
260120,366,quantex_at_home_id260120_2023_09_04_01.MP4,2018-05-07,2023-09-04,5.33
260120,317,quantex_at_home_id260120_2023_09_06_01.MP4,2018-05-07,2023-09-06,5.33
260120,330,quantex_at_home_id260120_2023_09_06_02.MP4,2018-05-07,2023-09-06,5.33
260120,322,quantex_at_home_id260120_2023_09_18_02.MP4,2018-05-07,2023-09-18,5.37
260120,388,quantex_at_home_id260120_2023_09_18_01.MP4,2018-05-07,2023-09-18,5.37
260123,376,quantex_at_home_id260123_2023_08_31_02.MP4,2017-12-14,2023-08-31,5.71
260123,451,quantex_at_home_id260123_2023_08_31_01.MP4,2017-12-14,2023-08-31,5.71
260123,405,quantex_at_home_id260123_2023_09_04_01.MP4,2017-12-14,2023-09-04,5.72
260123,323,quantex_at_home_id260123_2023_09_06_02.MP4,2017-12-14,2023-09-06,5.73
260176,159,quantex_at_home_id260176_2022_11_05_01.MP4,2018-01-26,2022-11-05,4.77
260176,255,quantex_at_home_id260176_2022_11_05_02.MP4,2018-01-26,2022-11-05,4.77
260176,267,quantex_at_home_id260176_2022_11_06_02.MP4,2018-01-26,2022-11-06,4.78
260176,290,quantex_at_home_id260176_2022_11_06_01.MP4,2018-01-26,2022-11-06,4.78
260176,176,quantex_at_home_id260176_2022_11_13_01.MP4,2018-01-26,2022-11-13,4.8
260176,196,quantex_at_home_id260176_2022_11_13_02.MP4,2018-01-26,2022-11-13,4.8
260176,241,quantex_at_home_id260176_2022_11_13_03.MP4,2018-01-26,2022-11-13,4.8
260178,389,quantex_at_home_id260178_2023_08_12_01.MP4,2017-11-10,2023-08-12,5.75
260178,419,quantex_at_home_id260178_2023_08_12_03.MP4,2017-11-10,2023-08-12,5.75
260178,445,quantex_at_home_id260178_2023_08_12_02.MP4,2017-11-10,2023-08-12,5.75
260178,409,quantex_at_home_id260178_2023_08_13_01.MP4,2017-11-10,2023-08-13,5.75
260275,144,quantex_at_home_id260275_2022_04_12_01.MP4,2018-06-01,2022-04-12,3.86
260275,89,quantex_at_home_id260275_2022_04_16_01.MP4,2018-06-01,2022-04-16,3.87
260275,128,quantex_at_home_id260275_2022_04_28_01.MP4,2018-06-01,2022-04-28,3.91
260478,179,quantex_at_home_id260478_2022_11_05_02.MP4,2018-01-20,2022-11-05,4.79
260478,245,quantex_at_home_id260478_2022_11_05_01.MP4,2018-01-20,2022-11-05,4.79
260539,23,quantex_at_home_id260539_2021_10_30_06.MP4,2017-12-14,2021-10-30,3.88
260539,52,quantex_at_home_id260539_2021_10_30_04.MP4,2017-12-14,2021-10-30,3.88
260539,59,quantex_at_home_id260539_2021_10_30_05.MP4,2017-12-14,2021-10-30,3.88
260539,60,quantex_at_home_id260539_2021_10_30_01.MP4,2017-12-14,2021-10-30,3.88
260539,113,quantex_at_home_id260539_2021_10_30_03.MP4,2017-12-14,2021-10-30,3.88
260539,115,quantex_at_home_id260539_2021_10_30_07.MP4,2017-12-14,2021-10-30,3.88
260539,127,quantex_at_home_id260539_2021_10_30_08.MP4,2017-12-14,2021-10-30,3.88
260694,64,quantex_at_home_id260694_2022_04_12_01.MP4,2018-05-11,2022-04-12,3.92
260772,203,quantex_at_home_id260772_2022_08_17_01.MP4,2017-12-03,2022-08-17,4.7
260772,192,quantex_at_home_id260772_2022_08_23_01.MP4,2017-12-03,2022-08-23,4.72
260772,280,quantex_at_home_id260772_2022_08_23_02.MP4,2017-12-03,2022-08-23,4.72
260772,224,quantex_at_home_id260772_2022_10_02_01.MP4,2017-12-03,2022-10-02,4.83
261609,324,quantex_at_home_id261609_2022_04_01_09.MP4,2016-07-08,2022-04-01,5.73
261609,367,quantex_at_home_id261609_2022_04_01_06.MP4,2016-07-08,2022-04-01,5.73
261609,373,quantex_at_home_id261609_2022_04_01_05.MP4,2016-07-08,2022-04-01,5.73
261609,390,quantex_at_home_id261609_2022_04_01_01.MP4,2016-07-08,2022-04-01,5.73
261609,403,quantex_at_home_id261609_2022_04_01_04.MP4,2016-07-08,2022-04-01,5.73
261609,404,quantex_at_home_id261609_2022_04_01_08.MP4,2016-07-08,2022-04-01,5.73
261609,406,quantex_at_home_id261609_2022_04_01_03.MP4,2016-07-08,2022-04-01,5.73
261609,416,quantex_at_home_id261609_2022_04_01_02.MP4,2016-07-08,2022-04-01,5.73
261609,440,quantex_at_home_id261609_2022_04_15_02.MP4,2016-07-08,2022-04-15,5.77
261610,49,quantex_at_home_id261610_2022_04_01_04.MP4,2018-04-18,2022-04-01,3.95
261610,56,quantex_at_home_id261610_2022_04_01_03.MP4,2018-04-18,2022-04-01,3.95
261610,75,quantex_at_home_id261610_2022_04_01_02.MP4,2018-04-18,2022-04-01,3.95
261610,118,quantex_at_home_id261610_2022_04_01_01.MP4,2018-04-18,2022-04-01,3.95
261610,129,quantex_at_home_id261610_2022_04_01_05.MP4,2018-04-18,2022-04-01,3.95
261610,150,quantex_at_home_id261610_2022_04_01_06.MP4,2018-04-18,2022-04-01,3.95
261610,29,quantex_at_home_id261610_2022_04_15_01.MP4,2018-04-18,2022-04-15,3.99
262179,67,quantex_at_home_id262179_2023_01_22_04.MP4,2019-06-07,2023-01-22,3.63
262179,73,quantex_at_home_id262179_2023_01_22_01.MP4,2019-06-07,2023-01-22,3.63
262179,124,quantex_at_home_id262179_2023_01_22_02.MP4,2019-06-07,2023-01-22,3.63
262179,143,quantex_at_home_id262179_2023_01_22_05.MP4,2019-06-07,2023-01-22,3.63
262179,149,quantex_at_home_id262179_2023_01_22_03.MP4,2019-06-07,2023-01-22,3.63
262200,369,quantex_at_home_id262200_2024_12_08_05.MP4,2019-09-06,2024-12-08,5.26
262200,375,quantex_at_home_id262200_2024_12_08_01.MP4,2019-09-06,2024-12-08,5.26
262200,396,quantex_at_home_id262200_2024_12_08_04.MP4,2019-09-06,2024-12-08,5.26
262200,413,quantex_at_home_id262200_2024_12_08_03.MP4,2019-09-06,2024-12-08,5.26
262200,447,quantex_at_home_id262200_2024_12_08_02.MP4,2019-09-06,2024-12-08,5.26
262208,2,quantex_at_home_id262208_2022_11_05_03.MP4,2019-08-23,2022-11-05,3.2
262208,41,quantex_at_home_id262208_2022_11_05_02.MP4,2019-08-23,2022-11-05,3.2
262208,51,quantex_at_home_id262208_2022_11_05_04.MP4,2019-08-23,2022-11-05,3.2
262208,130,quantex_at_home_id262208_2022_11_05_01.MP4,2019-08-23,2022-11-05,3.2
262246,1,quantex_at_home_id262246_2023_06_26_02.MP4,2019-09-06,2023-06-26,3.8
262246,53,quantex_at_home_id262246_2023_06_26_01.MP4,2019-09-06,2023-06-26,3.8
262246,4,quantex_at_home_id262246_2023_08_26_01.MP4,2019-09-06,2023-08-26,3.97
262246,24,quantex_at_home_id262246_2023_08_26_02.MP4,2019-09-06,2023-08-26,3.97
262246,137,quantex_at_home_id262246_2023_08_26_03.MP4,2019-09-06,2023-08-26,3.97
262246,50,quantex_at_home_id262246_2023_09_16_03.MP4,2019-09-06,2023-09-16,4.03
262246,58,quantex_at_home_id262246_2023_09_16_04.MP4,2019-09-06,2023-09-16,4.03
262246,68,quantex_at_home_id262246_2023_09_16_01.MP4,2019-09-06,2023-09-16,4.03
262333,400,quantex_at_home_id262333_2024_11_21_01.MP4,2019-05-25,2024-11-21,5.49
262333,325,quantex_at_home_id262333_2024_12_01_02.MP4,2019-05-25,2024-12-01,5.52
262333,411,quantex_at_home_id262333_2024_12_01_03.MP4,2019-05-25,2024-12-01,5.52
262333,432,quantex_at_home_id262333_2024_12_01_04.MP4,2019-05-25,2024-12-01,5.52
262333,450,quantex_at_home_id262333_2024_12_01_05.MP4,2019-05-25,2024-12-01,5.52
262356,244,quantex_at_home_id262356_2023_09_10_03.MP4,2019-06-07,2023-09-10,4.26
262356,262,quantex_at_home_id262356_2023_09_10_02.MP4,2019-06-07,2023-09-10,4.26
262356,269,quantex_at_home_id262356_2023_09_10_01.MP4,2019-06-07,2023-09-10,4.26
262356,273,quantex_at_home_id262356_2023_09_10_04.MP4,2019-06-07,2023-09-10,4.26
262356,284,quantex_at_home_id262356_2023_09_10_05.MP4,2019-06-07,2023-09-10,4.26
262565,65,quantex_at_home_id262565_2022_05_08_04.MP4,2018-09-03,2022-05-08,3.68
262565,69,quantex_at_home_id262565_2022_05_08_01.MP4,2018-09-03,2022-05-08,3.68
262565,82,quantex_at_home_id262565_2022_05_08_03.MP4,2018-09-03,2022-05-08,3.68
262565,125,quantex_at_home_id262565_2022_05_08_02.MP4,2018-09-03,2022-05-08,3.68
262565,26,quantex_at_home_id262565_2022_05_26_02.MP4,2018-09-03,2022-05-26,3.73
262565,109,quantex_at_home_id262565_2022_05_26_01.MP4,2018-09-03,2022-05-26,3.73
262565,117,quantex_at_home_id262565_2022_05_26_03.MP4,2018-09-03,2022-05-26,3.73
262691,92,quantex_at_home_id262691_2022_02_25_01.MP4,2019-01-17,2022-02-25,3.11
262691,46,quantex_at_home_id262691_2022_02_28_01.MP4,2019-01-17,2022-02-28,3.12
262691,126,quantex_at_home_id262691_2022_03_05_01.MP4,2019-01-17,2022-03-05,3.13
262691,9,quantex_at_home_id262691_2022_03_19_01.MP4,2019-01-17,2022-03-19,3.17
262691,78,quantex_at_home_id262691_2022_03_19_02.MP4,2019-01-17,2022-03-19,3.17
262726,186,quantex_at_home_id262726_2023_03_24_02.MP4,2018-12-02,2023-03-24,4.31
262726,238,quantex_at_home_id262726_2023_03_24_01.MP4,2018-12-02,2023-03-24,4.31
262726,158,quantex_at_home_id262726_2023_03_26_03.MP4,2018-12-02,2023-03-26,4.31
262726,268,quantex_at_home_id262726_2023_03_26_01.MP4,2018-12-02,2023-03-26,4.31
262726,296,quantex_at_home_id262726_2023_03_26_02.MP4,2018-12-02,2023-03-26,4.31
262726,253,quantex_at_home_id262726_2023_03_28_01.MP4,2018-12-02,2023-03-28,4.32
262726,247,quantex_at_home_id262726_2023_03_29_01.MP4,2018-12-02,2023-03-29,4.32
262726,266,quantex_at_home_id262726_2023_04_14_01.MP4,2018-12-02,2023-04-14,4.36
262726,291,quantex_at_home_id262726_2023_04_14_02.MP4,2018-12-02,2023-04-14,4.36
262726,228,quantex_at_home_id262726_2023_04_15_01.MP4,2018-12-02,2023-04-15,4.37
262726,261,quantex_at_home_id262726_2023_04_15_02.MP4,2018-12-02,2023-04-15,4.37
262726,206,quantex_at_home_id262726_2023_04_20_01.MP4,2018-12-02,2023-04-20,4.38
262748,81,quantex_at_home_id262748_2023_09_18_03.MP4,2019-10-12,2023-09-18,3.93
262748,135,quantex_at_home_id262748_2023_09_18_04.MP4,2019-10-12,2023-09-18,3.93
262748,97,quantex_at_home_id262748_2023_09_22_01.MP4,2019-10-12,2023-09-22,3.95
262748,133,quantex_at_home_id262748_2023_09_22_02.MP4,2019-10-12,2023-09-22,3.95
262758,183,quantex_at_home_id262758_2023_07_10_01.MP4,2018-12-02,2023-07-10,4.6
262758,212,quantex_at_home_id262758_2023_07_13_01.MP4,2018-12-02,2023-07-13,4.61
263190,6,quantex_at_home_id263190_2022_08_14_03.MP4,2018-11-21,2022-08-14,3.73
263190,12,quantex_at_home_id263190_2022_08_14_02.MP4,2018-11-21,2022-08-14,3.73
263190,85,quantex_at_home_id263190_2022_08_14_01.MP4,2018-11-21,2022-08-14,3.73
263190,101,quantex_at_home_id263190_2022_08_14_04.MP4,2018-11-21,2022-08-14,3.73
263190,134,quantex_at_home_id263190_2022_10_11_01.MP4,2018-11-21,2022-10-11,3.89
263239,32,quantex_at_home_id263239_2022_12_03_02.MP4,2019-04-04,2022-12-03,3.67
263239,87,quantex_at_home_id263239_2022_12_03_01.MP4,2019-04-04,2022-12-03,3.67
263239,38,quantex_at_home_id263239_2022_12_04_01.MP4,2019-04-04,2022-12-04,3.67
263284,33,quantex_at_home_id263284_2023_06_25_03.MP4,2019-09-05,2023-06-25,3.8
263284,34,quantex_at_home_id263284_2023_06_25_01.MP4,2019-09-05,2023-06-25,3.8
263284,57,quantex_at_home_id263284_2023_06_25_04.MP4,2019-09-05,2023-06-25,3.8
263284,66,quantex_at_home_id263284_2023_06_25_08.MP4,2019-09-05,2023-06-25,3.8
263284,121,quantex_at_home_id263284_2023_06_25_07.MP4,2019-09-05,2023-06-25,3.8
263284,122,quantex_at_home_id263284_2023_06_25_05.MP4,2019-09-05,2023-06-25,3.8
263284,123,quantex_at_home_id263284_2023_06_25_02.MP4,2019-09-05,2023-06-25,3.8
263284,136,quantex_at_home_id263284_2023_06_25_06.MP4,2019-09-05,2023-06-25,3.8
263293,39,quantex_at_home_id263293_2022_08_29_03.MP4,2018-09-13,2022-08-29,3.96
263293,88,quantex_at_home_id263293_2022_08_29_02.MP4,2018-09-13,2022-08-29,3.96
263293,96,quantex_at_home_id263293_2022_08_29_01.MP4,2018-09-13,2022-08-29,3.96
263652,315,quantex_at_home_id263652_2024_09_05_01.MP4,2019-07-12,2024-09-05,5.15
263652,339,quantex_at_home_id263652_2024_09_06_02.MP4,2019-07-12,2024-09-06,5.16
263652,342,quantex_at_home_id263652_2024_09_06_01.MP4,2019-07-12,2024-09-06,5.16
263652,357,quantex_at_home_id263652_2024_09_06_03.MP4,2019-07-12,2024-09-06,5.16
263652,368,quantex_at_home_id263652_2024_09_08_01.MP4,2019-07-12,2024-09-08,5.16
263652,410,quantex_at_home_id263652_2024_09_09_01.MP4,2019-07-12,2024-09-09,5.16
263652,428,quantex_at_home_id263652_2024_09_10_01.MP4,2019-07-12,2024-09-10,5.17
263880,76,quantex_at_home_id263880_2023_06_23_01.MP4,2020-01-02,2023-06-23,3.47
263986,201,quantex_at_home_id263986_2022_11_29_01.MP4,2018-04-14,2022-11-29,4.63
263986,286,quantex_at_home_id263986_2022_11_29_02.MP4,2018-04-14,2022-11-29,4.63
